location_name,horizon,rate_quantile_0.025,rate_quantile_0.5,rate_quantile_0.975,count_quantile_0.025,count_quantile_0.5,count_quantile_0.975,rate_quantile_0.025_rounded,rate_quantile_0.5_rounded,rate_quantile_0.975_rounded,count_quantile_0.025_rounded,count_quantile_0.5_rounded,count_quantile_0.975_rounded,target,target_data_type,target_end_date,reference_date,forecast_due_date,target_end_date_formatted,forecast_due_date_formatted,reference_date_formatted,model
United States,0,0.4903254016169263,0.6189299605854611,0.992832931022582,1636.95,2066.2959651678707,3314.57,0.49,0.62,0.99,1600,2100,3300,wk inc covid hosp,hosp,2026-08-15,2026-08-15,2026-08-12,"August 15, 2026","August 12, 2026","August 15, 2026",CovidHub-ensemble
United States,1,0.49453388195702086,0.7231215661956123,1.1840656786045447,1651,2414.1393529285288,3953,0.49,0.72,1.18,1700,2400,4000,wk inc covid hosp,hosp,2026-08-22,2026-08-15,2026-08-12,"August 22, 2026","August 12, 2026","August 15, 2026",CovidHub-ensemble
United States,2,0.374270191099514,0.7533718685014776,1.4049674637442562,1249.5,2515.129903685826,4690.48,0.37,0.75,1.4,1200,2500,4700,wk inc covid hosp,hosp,2026-08-29,2026-08-15,2026-08-12,"August 29, 2026","August 12, 2026","August 15, 2026",CovidHub-ensemble
United States,0,NA,NA,NA,0.00219534239625585,0.00366520538011829,0.00487941563286315,NA,NA,NA,0.0022,0.0037,0.0049,wk inc covid prop ed visits,prop_ed,2026-08-15,2026-08-15,2026-08-12,"August 15, 2026","August 12, 2026","August 15, 2026",CovidHub-ensemble
United States,1,NA,NA,NA,0.00246083926936296,0.00431965865518469,0.00592766582522028,NA,NA,NA,0.0025,0.0043,0.0059,wk inc covid prop ed visits,prop_ed,2026-08-22,2026-08-15,2026-08-12,"August 22, 2026","August 12, 2026","August 15, 2026",CovidHub-ensemble
United States,2,NA,NA,NA,0.00207122732354148,0.00414842361053926,0.00792454534928079,NA,NA,NA,0.0021,0.0041,0.0079,wk inc covid prop ed visits,prop_ed,2026-08-29,2026-08-15,2026-08-12,"August 29, 2026","August 12, 2026","August 15, 2026",CovidHub-ensemble
Alabama,0,0.86319175746038,1.269720198789574,2.01084443499293,44,64.72222222222223,102.5,0.86,1.27,2.01,40,60,100,wk inc covid hosp,hosp,2026-08-15,2026-08-15,2026-08-12,"August 15, 2026","August 12, 2026","August 15, 2026",CovidHub-ensemble
Alabama,1,0.7749107822655684,1.3770742241807956,2.387117569267706,39.5,70.19444444444444,121.68,0.77,1.38,2.39,40,70,120,wk inc covid hosp,hosp,2026-08-22,2026-08-15,2026-08-12,"August 22, 2026","August 12, 2026","August 15, 2026",CovidHub-ensemble
Alabama,2,0.6277758236075491,1.4255742661088096,2.6484292558443476,32,72.66666666666667,135,0.63,1.43,2.65,30,70,140,wk inc covid hosp,hosp,2026-08-29,2026-08-15,2026-08-12,"August 29, 2026","August 12, 2026","August 15, 2026",CovidHub-ensemble
Alabama,0,NA,NA,NA,0.0026594450492195,0.00432432138433232,0.00665106743943878,NA,NA,NA,0.0027,0.0043,0.0067,wk inc covid prop ed visits,prop_ed,2026-08-15,2026-08-15,2026-08-12,"August 15, 2026","August 12, 2026","August 15, 2026",CovidHub-ensemble
Alabama,1,NA,NA,NA,0.00289164752419892,0.00503530741041672,0.00834310286797829,NA,NA,NA,0.0029,0.005,0.0083,wk inc covid prop ed visits,prop_ed,2026-08-22,2026-08-15,2026-08-12,"August 22, 2026","August 12, 2026","August 15, 2026",CovidHub-ensemble
Alabama,2,NA,NA,NA,0.00242196337062217,0.00470554459279045,0.00889889492871885,NA,NA,NA,0.0024,0.0047,0.0089,wk inc covid prop ed visits,prop_ed,2026-08-29,2026-08-15,2026-08-12,"August 29, 2026","August 12, 2026","August 15, 2026",CovidHub-ensemble
Alaska,0,0.07931987231753383,0.4354697428842624,0.8613046587730132,0.5645282564698433,3.0992860617790123,6.13,0.08,0.44,0.86,1,3,6,wk inc covid hosp,hosp,2026-08-15,2026-08-15,2026-08-12,"August 15, 2026","August 12, 2026","August 15, 2026",CovidHub-ensemble
Alaska,1,0.078059149789107593,0.5923218455180611,1.223108818045527,0.5555555555555556,4.215619729955048,8.705,0.08,0.59,1.22,1,4,9,wk inc covid hosp,hosp,2026-08-22,2026-08-15,2026-08-12,"August 22, 2026","August 12, 2026","August 15, 2026",CovidHub-ensemble
Alaska,2,0.00557621388635331,0.4962047277963103,1.2584762578806776,0.03968652761270401,3.531543630246398,8.95671395972515,0.01,0.5,1.26,0,4,9,wk inc covid hosp,hosp,2026-08-29,2026-08-15,2026-08-12,"August 29, 2026","August 12, 2026","August 15, 2026",CovidHub-ensemble
